C_api,C_man,E_NEds,E_Bpag,firstDay,lastDay,NEds,NDays,NActDays,NPages,NPcreated,pagesWomen,wikiprojWomen,ns_user,ns_wikipedia,ns_talk,ns_userTalk,ns_content,weightIJ,NIJ,gender
unknown,3,2,3,2.00506E+13,2.01203E+13,464,2459,94,229,18,0,0,12,2,28,6,369,0.831953525,917,0
male,1,1,3,2.01302E+13,2.01305E+13,124,85,13,4,0,0,0,111,0,0,6,0,0.594368208,493,1
male,1,1,3,2.01403E+13,2.01705E+13,160,1155,26,44,0,0,0,34,14,18,4,62,0.594368208,493,1
unknown,3,1,2,2.00612E+13,2.01303E+13,147,2265,16,27,3,0,0,38,3,2,4,98,1.027717097,841,0
unknown,3,0,1,2.00612E+13,2.01609E+13,51,3550,9,15,3,0,0,9,0,5,6,28,1.057149316,1074,0
male,1,3,3,2.0121E+13,2.01709E+13,3256,1805,637,1510,284,0,0,190,178,252,210,2294,1.481654138,1596,1
unknown,3,0,2,2.01605E+13,2.01607E+13,62,81,17,21,4,0,0,5,8,1,18,30,0.800528377,664,0
unknown,3,2,2,2.00801E+13,2.01604E+13,293,2993,57,55,3,0,0,35,0,2,2,242,0.915024129,978,0
unknown,3,2,1,2.00608E+13,2.01701E+13,837,3812,307,382,14,0,0,36,38,54,71,613,0.982449109,752,0
unknown,1,0,1,2.0051E+13,2.01203E+13,54,2358,17,7,3,0,0,10,0,3,1,40,1.057149316,1074,1
unknown,3,2,2,2.01608E+13,2.0161E+13,666,59,31,252,105,0,0,6,5,0,6,547,0.915024129,978,0
male,3,3,0,2.01402E+13,2.01709E+13,2111,1324,433,1335,23,1,0,3,1,3,3,1749,0.865617488,412,1
male,1,3,3,2.01112E+13,2.01709E+13,5205,2131,1054,633,25,0,0,567,1,23,15,3514,1.481654138,1596,1
male,3,0,0,2.00712E+13,2.01304E+13,66,1925,22,16,1,0,0,37,4,5,6,14,1.865008032,1277,1
unknown,1,1,1,2.01408E+13,2.0141E+13,112,69,20,27,9,0,0,4,0,0,1,100,0.997535302,994,1
unknown,1,0,3,2.01706E+13,2.01707E+13,59,7,7,8,0,0,0,20,0,4,0,23,0.411985187,297,1
unknown,1,3,2,2.00808E+13,2.01703E+13,1542,3147,347,112,6,0,0,18,0,28,54,1049,1.005226945,817,1
male,3,2,2,2.00905E+13,2.01311E+13,304,1636,56,115,2,0,0,108,53,16,43,73,0.915024129,978,1
unknown,1,1,3,2.00802E+13,2.01504E+13,100,2608,17,15,2,0,0,7,0,0,2,88,0.594368208,493,1
unknown,3,3,3,2.00605E+13,2.01709E+13,4281,4140,281,1221,34,0,0,118,582,536,514,2358,1.481654138,1596,0
unknown,1,3,3,2.00603E+13,2.01703E+13,1107,4016,190,259,33,0,0,162,34,72,95,724,1.481654138,1596,1
unknown,3,2,2,2.00609E+13,2.01708E+13,520,3994,273,425,3,0,0,4,24,17,27,439,0.915024129,978,0
female,3,0,0,2.01408E+13,2.01409E+13,53,26,7,2,1,0,0,2,0,0,0,51,1.865008032,1277,2
female,3,1,2,2.01308E+13,2.01412E+13,186,485,22,54,4,0,0,33,0,0,16,135,1.027717097,841,2
male,1,3,3,2.00409E+13,2.0171E+13,13579,4776,2659,8298,164,0,0,159,31,170,66,12467,1.481654138,1596,1
male,3,0,2,2.01012E+13,2.01408E+13,89,1348,23,23,1,0,0,21,5,7,2,54,0.800528377,664,1
unknown,3,0,2,2.01112E+13,2.01302E+13,51,418,23,25,16,0,0,12,0,0,5,34,0.800528377,664,0
unknown,1,2,2,2.00607E+13,2.01709E+13,384,4108,94,236,2,0,0,2,0,58,0,306,0.915024129,978,1
male,3,1,1,2.00908E+13,2.01402E+13,148,1638,22,33,0,0,0,69,0,0,26,46,0.997535302,994,1
unknown,3,3,0,2.00703E+13,2.0171E+13,3432,3867,355,611,56,0,0,1194,39,34,285,1827,0.865617488,412,0
unknown,1,0,1,2.01608E+13,2.01611E+13,90,75,16,25,2,0,0,23,0,3,0,64,1.057149316,1074,1
unknown,1,1,1,2.0061E+13,2.01604E+13,96,3484,35,39,3,0,0,13,4,2,38,38,0.997535302,994,1
male,3,0,0,2.01202E+13,2.01505E+13,61,1167,12,31,2,0,0,6,0,3,0,51,1.865008032,1277,1
male,1,1,3,2.0071E+13,2.01408E+13,105,2482,23,18,2,0,0,56,0,0,19,23,0.594368208,493,1
unknown,3,2,1,2.00602E+13,2.01603E+13,594,3669,160,45,0,0,0,8,0,24,40,146,0.982449109,752,0
unknown,3,3,0,2.00812E+13,2.01604E+13,1372,2695,158,1047,3,0,0,1,17,60,31,916,0.865617488,412,0
unknown,3,0,0,2.01208E+13,2.01402E+13,63,528,14,5,0,0,0,2,0,3,0,58,1.865008032,1277,0
male,3,0,1,2.01202E+13,2.0121E+13,76,223,13,26,0,0,0,3,0,1,6,60,1.057149316,1074,1
unknown,3,0,1,2.01612E+13,2.01706E+13,81,192,15,16,10,0,0,9,0,0,1,70,1.057149316,1074,0
unknown,3,0,1,2.00406E+13,2.01504E+13,56,3973,6,20,4,0,0,2,2,1,3,47,1.057149316,1074,0
male,1,1,2,2.01107E+13,2.01604E+13,139,1758,36,43,20,0,0,15,0,8,6,96,1.027717097,841,1
unknown,3,1,1,2.00512E+13,2.01412E+13,135,3287,54,97,1,0,0,25,17,0,7,67,0.997535302,994,0
unknown,1,1,3,2.01001E+13,2.01705E+13,151,2678,67,47,0,0,0,22,0,1,1,124,0.594368208,493,1
unknown,2,0,1,2.01602E+13,2.01705E+13,75,455,26,27,3,0,0,9,2,0,0,64,1.057149316,1074,2
unknown,3,1,0,2.01503E+13,2.01503E+13,96,3,3,13,4,0,0,74,6,4,4,8,1.29126263,974,0
unknown,1,0,1,2.01205E+13,2.01701E+13,62,1726,27,51,0,0,0,5,0,0,14,43,1.057149316,1074,1
female,2,1,3,2.0091E+13,2.01403E+13,139,1606,13,56,2,0,0,53,0,3,0,68,0.594368208,493,2
unknown,1,2,1,2.00911E+13,2.01706E+13,378,2785,14,8,1,0,0,5,1,0,0,372,0.982449109,752,1
unknown,3,1,1,2.00507E+13,2.01708E+13,136,4403,26,21,4,0,0,34,0,0,0,82,0.997535302,994,0
male,3,3,3,2.01008E+13,2.01412E+13,939,1587,217,98,32,0,0,59,0,15,15,846,1.481654138,1596,1
male,3,1,1,2.01705E+13,2.01709E+13,99,125,24,46,3,0,0,9,6,5,7,71,0.997535302,994,1
unknown,3,1,0,2.01002E+13,2.01708E+13,123,2754,61,21,1,0,0,4,0,1,0,118,1.29126263,974,0
unknown,1,0,1,2.01104E+13,2.01303E+13,76,676,22,35,0,0,0,2,0,0,0,74,1.057149316,1074,1
unknown,2,0,2,2.00609E+13,2.01208E+13,63,2166,15,26,2,0,0,7,2,9,4,41,0.800528377,664,2
unknown,1,3,1,2.01008E+13,2.0161E+13,1577,2248,318,39,8,0,0,4,0,1,2,1557,0.66167318,477,1
male,1,2,0,2.00309E+13,2.01703E+13,367,4934,67,112,45,0,0,10,8,17,8,318,1.204403165,647,1
male,3,1,0,2.01203E+13,2.01708E+13,177,1977,29,6,0,0,0,3,0,0,0,173,1.29126263,974,1
unknown,1,0,0,2.01611E+13,2.01709E+13,56,315,10,10,1,0,0,16,0,0,1,39,1.865008032,1277,1
unknown,3,0,3,2.01307E+13,2.01406E+13,71,340,14,17,6,0,0,1,1,0,0,69,0.411985187,297,0
unknown,3,3,0,2.0121E+13,2.01708E+13,18982,1789,632,10549,367,0,0,1,12,15,20,18119,0.865617488,412,0
male,3,2,0,2.01302E+13,2.01608E+13,276,1271,30,30,0,0,0,12,0,0,0,258,1.204403165,647,1
unknown,1,0,3,2.0061E+13,2.01601E+13,66,3376,25,27,3,0,0,22,0,8,2,34,0.411985187,297,1
unknown,1,1,1,2.00707E+13,2.01311E+13,152,2322,29,25,1,0,0,1,0,5,6,138,0.997535302,994,1
unknown,3,0,1,2.00802E+13,2.01301E+13,87,1804,2,6,1,0,0,3,2,0,0,79,1.057149316,1074,0
male,1,3,3,2.01402E+13,2.01709E+13,4900,1313,909,939,61,0,0,13,2,85,28,4634,1.481654138,1596,1
unknown,3,2,3,2.00601E+13,2.01612E+13,632,4014,59,88,5,0,0,52,0,161,59,346,0.831953525,917,0
unknown,3,1,1,2.01402E+13,2.01709E+13,140,1304,26,23,9,0,0,11,0,0,0,128,0.997535302,994,0
unknown,3,1,0,2.00712E+13,2.01311E+13,216,2150,64,94,3,0,0,15,19,14,3,133,1.29126263,974,0
female,2,0,0,2.00704E+13,2.01608E+13,70,3407,21,22,2,0,0,4,0,3,0,63,1.865008032,1277,2
unknown,3,1,0,2.0121E+13,2.01403E+13,102,516,25,10,2,0,0,92,0,3,2,5,1.29126263,974,0
male,3,3,3,2.00607E+13,2.0171E+13,39457,4107,2385,13076,64,19,0,610,2803,1265,3442,29847,1.481654138,1596,1
unknown,3,2,1,2.00501E+13,2.0131E+13,393,3169,94,221,23,0,0,15,13,16,15,314,0.982449109,752,0
unknown,2,2,2,2.01203E+13,2.01707E+13,362,1959,57,86,3,0,0,90,1,13,2,240,0.915024129,978,2
male,1,3,3,2.00508E+13,2.01709E+13,31090,4412,1452,22840,7778,3,0,137,777,126,923,27792,1.481654138,1596,1
unknown,1,3,3,2.01406E+13,2.01503E+13,1369,290,147,231,26,0,0,14,1,2,21,1240,1.481654138,1596,1
unknown,3,3,3,2.00301E+13,2.01706E+13,14404,5287,1102,5390,1030,0,0,357,1003,174,981,11128,1.481654138,1596,0
unknown,1,0,2,2.00601E+13,2.01704E+13,52,4115,23,38,0,0,0,11,2,9,0,29,0.800528377,664,1
unknown,3,3,1,2.01009E+13,2.01707E+13,10032,2490,1090,3840,3076,0,0,98,95,186,496,9137,0.66167318,477,0
unknown,3,0,1,2.00602E+13,2.01402E+13,52,2935,10,12,3,0,0,11,0,4,0,32,1.057149316,1074,0
unknown,3,2,3,2.00608E+13,2.01702E+13,272,3836,57,79,12,0,0,47,1,11,8,203,0.831953525,917,0
male,1,1,3,2.00704E+13,2.01407E+13,163,2663,52,51,0,0,0,31,4,0,0,118,0.594368208,493,1
unknown,3,2,1,2.01511E+13,2.01707E+13,311,592,64,163,23,0,0,18,20,22,31,209,0.982449109,752,0
unknown,3,2,1,2.01208E+13,2.0121E+13,381,74,35,45,1,0,0,3,0,0,8,224,0.982449109,752,0
male,1,1,3,2.01608E+13,2.01709E+13,119,407,26,33,0,0,0,58,4,2,49,6,0.594368208,493,1
unknown,1,3,2,2.0061E+13,2.01312E+13,1524,2618,342,315,41,0,0,12,19,30,27,1426,1.005226945,817,1
male,1,1,2,2.01001E+13,2.0141E+13,164,1729,34,28,2,0,0,28,1,0,10,55,1.027717097,841,1
unknown,3,2,2,2.00902E+13,2.01307E+13,832,1609,132,188,4,0,0,7,9,0,58,743,0.915024129,978,0
unknown,1,2,2,2.00511E+13,2.01211E+13,713,2537,190,195,26,0,0,42,11,65,43,549,0.915024129,978,1
male,3,0,1,2.01404E+13,2.01405E+13,60,42,2,38,0,0,0,2,0,0,0,58,1.057149316,1074,1
unknown,3,0,1,2.00604E+13,2.01306E+13,58,2612,27,28,1,0,0,8,2,7,11,30,1.057149316,1074,0
unknown,1,3,0,2.0131E+13,2.01401E+13,1528,77,61,300,34,0,0,3,0,0,14,1508,0.865617488,412,1
unknown,3,3,2,2.01101E+13,2.01411E+13,1044,1424,206,203,13,0,0,2,1,37,12,974,1.005226945,817,0
unknown,1,0,2,2.01709E+13,2.01709E+13,68,7,6,3,0,0,0,11,0,0,0,57,0.800528377,664,1
unknown,1,2,2,2.00805E+13,2.01208E+13,720,1534,271,187,12,0,0,49,11,24,19,611,0.915024129,978,1
male,3,3,3,2.00711E+13,2.0161E+13,9050,3261,445,3569,143,0,0,243,61,67,138,7581,1.481654138,1596,1
unknown,1,2,3,2.00609E+13,2.01311E+13,506,2606,105,104,17,0,0,64,3,21,27,375,0.831953525,917,1
unknown,3,1,2,2.01404E+13,2.01409E+13,187,155,13,9,1,0,0,5,1,1,21,159,1.027717097,841,0
unknown,1,1,3,2.00806E+13,2.01406E+13,122,2177,60,38,0,0,0,59,1,14,6,39,0.594368208,493,1
unknown,2,1,1,2.0161E+13,2.01703E+13,167,162,20,9,1,0,0,66,2,11,1,87,0.997535302,994,2
unknown,1,0,3,2.00811E+13,2.01401E+13,67,1901,38,28,1,0,0,13,0,8,6,40,0.411985187,297,1
male,1,1,3,2.01305E+13,2.01402E+13,106,259,15,49,28,0,0,39,2,1,4,56,0.594368208,493,1
unknown,3,3,0,2.01311E+13,2.01709E+13,5232,1395,324,502,197,0,0,1,0,6,8,5204,0.865617488,412,0
male,1,2,2,2.00907E+13,2.01404E+13,723,1738,187,50,1,0,0,1,0,1,24,278,0.915024129,978,1
unknown,3,1,0,2.00408E+13,2.0141E+13,198,3718,61,158,4,0,0,8,13,4,4,165,1.29126263,974,0
unknown,3,0,1,2.00806E+13,2.01701E+13,57,3125,24,32,1,0,0,1,0,35,1,20,1.057149316,1074,0
female,2,0,1,2.01408E+13,2.01409E+13,59,23,4,6,1,0,0,48,0,0,4,7,1.057149316,1074,2
unknown,3,2,3,2.00608E+13,2.01402E+13,818,2741,156,249,26,0,0,62,5,24,13,646,0.831953525,917,0
male,1,2,2,2.00401E+13,2.01705E+13,332,4887,82,98,5,0,0,10,3,31,6,280,0.915024129,978,1
unknown,1,0,2,2.00509E+13,2.01203E+13,88,2358,12,20,3,0,0,21,1,6,0,60,0.800528377,664,1
unknown,3,1,0,2.00808E+13,2.01707E+13,145,3247,69,89,2,0,0,6,1,10,2,121,1.29126263,974,0
unknown,3,2,1,2.00812E+13,2.01704E+13,291,3055,94,115,1,0,0,4,0,12,1,243,0.982449109,752,0
male,1,1,1,2.00807E+13,2.01411E+13,147,2316,40,49,5,0,0,2,0,0,1,143,0.997535302,994,1
unknown,1,3,0,2.01704E+13,2.0171E+13,2690,179,168,151,1,0,0,2,2,1,16,2221,0.865617488,412,1
male,1,3,3,2.01507E+13,2.01709E+13,2003,766,153,815,26,0,0,471,8,0,59,1348,1.481654138,1596,1
male,3,2,3,2.00812E+13,2.01707E+13,283,3153,109,79,3,0,0,8,11,36,50,172,0.831953525,917,1
male,1,1,2,2.01008E+13,2.01405E+13,188,1361,50,49,2,0,0,84,3,0,1,87,1.027717097,841,1
male,3,0,1,2.01305E+13,2.01502E+13,59,659,18,26,0,0,0,22,0,1,5,24,1.057149316,1074,1
unknown,1,0,2,2.00901E+13,2.01707E+13,56,3087,20,24,1,0,0,11,1,0,3,41,0.800528377,664,1
unknown,3,3,2,2.01201E+13,2.01709E+13,2143,2083,265,377,15,0,0,142,68,36,95,1648,1.005226945,817,0
unknown,3,3,2,2.00701E+13,2.01306E+13,1173,2350,239,279,20,0,0,9,0,14,1,1096,1.005226945,817,0
unknown,3,1,0,2.01208E+13,2.01301E+13,94,173,33,27,2,0,0,1,0,0,1,68,1.29126263,974,0
unknown,3,0,3,2.0061E+13,2.01402E+13,89,2664,35,42,0,0,0,16,3,0,0,69,0.411985187,297,0
male,1,2,3,2.01109E+13,2.01705E+13,350,2080,75,24,2,0,0,32,0,1,1,313,0.831953525,917,1
female,2,2,2,2.01202E+13,2.01609E+13,749,1679,89,119,7,0,0,54,2,9,30,651,0.915024129,978,2
male,3,1,1,2.00803E+13,2.01309E+13,188,2027,34,37,1,0,0,2,5,1,0,179,0.997535302,994,1
unknown,1,0,3,2.01204E+13,2.01407E+13,50,833,19,19,0,0,0,9,2,1,2,36,0.411985187,297,1
male,1,2,2,2.00712E+13,2.01708E+13,249,3540,122,97,2,0,0,12,2,11,5,194,0.915024129,978,1
unknown,3,3,2,2.00804E+13,2.0171E+13,44598,3471,2300,3763,63,0,0,287,298,260,154,36773,1.005226945,817,0
unknown,3,1,0,2.01406E+13,2.01409E+13,171,82,27,23,0,0,0,1,2,2,31,135,1.29126263,974,0
unknown,3,3,2,2.00501E+13,2.01705E+13,2011,4493,340,305,65,0,0,371,17,18,83,1391,1.005226945,817,0
unknown,1,1,3,2.0151E+13,2.01709E+13,166,682,43,51,8,0,0,14,1,6,2,142,0.594368208,493,1
male,1,2,0,2.01204E+13,2.01608E+13,452,1588,90,92,3,0,0,2,2,4,48,390,1.204403165,647,1
male,1,1,2,2.00605E+13,2.01401E+13,132,2798,75,78,3,0,0,8,1,14,1,106,1.027717097,841,1
male,1,3,3,2.00912E+13,2.01709E+13,2298,2851,400,766,14,0,0,208,330,19,48,1422,1.481654138,1596,1
male,1,1,3,2.01408E+13,2.01412E+13,110,118,23,25,0,0,0,31,1,0,1,58,0.594368208,493,1
unknown,1,1,0,2.0051E+13,2.01311E+13,101,2941,18,19,3,0,0,11,2,0,0,88,1.29126263,974,1
male,1,0,2,2.01502E+13,2.01504E+13,54,62,11,6,0,0,0,44,0,0,0,9,0.800528377,664,1
unknown,1,2,2,2.01403E+13,2.01708E+13,451,1237,95,52,19,0,0,155,0,5,17,263,0.915024129,978,1
male,3,3,1,2.01101E+13,2.01208E+13,1388,570,92,500,151,0,0,284,7,50,128,879,0.66167318,477,1
unknown,1,1,2,2.01305E+13,2.01411E+13,113,541,19,43,1,0,0,3,2,0,1,104,1.027717097,841,1
unknown,3,1,1,2.00508E+13,2.01205E+13,112,2458,14,42,21,0,0,12,1,0,6,90,0.997535302,994,0
male,1,1,3,2.01501E+13,2.01612E+13,99,680,15,33,3,0,0,25,24,1,11,35,0.594368208,493,1
male,1,0,2,2.01407E+13,2.01408E+13,58,18,7,15,1,0,0,13,5,0,11,24,0.800528377,664,1
unknown,1,0,3,2.00606E+13,2.01302E+13,92,2449,24,20,0,0,0,25,1,2,27,36,0.411985187,297,1
unknown,1,0,0,2.01004E+13,2.01707E+13,79,2667,14,14,4,0,0,2,0,0,0,77,1.865008032,1277,1
unknown,1,0,1,2.01304E+13,2.01707E+13,78,1542,36,13,1,0,0,9,0,0,2,58,1.057149316,1074,1
male,1,1,2,2.01106E+13,2.01502E+13,194,1337,58,70,0,0,0,28,1,0,1,155,1.027717097,841,1
unknown,1,0,2,2.00601E+13,2.01603E+13,73,3708,29,33,5,0,0,8,0,2,0,63,0.800528377,664,1
unknown,2,2,3,2.01603E+13,2.01709E+13,447,554,73,68,0,0,0,168,209,3,4,27,0.831953525,917,2
unknown,1,2,3,2.00802E+13,2.01209E+13,712,1687,65,43,2,0,0,107,0,42,16,316,0.831953525,917,1
unknown,3,1,3,2.00601E+13,2.01707E+13,108,4208,27,49,8,0,0,21,2,13,11,61,0.594368208,493,0
unknown,1,0,0,2.01406E+13,2.01406E+13,54,21,3,2,1,0,0,1,0,0,0,53,1.865008032,1277,1
unknown,3,1,1,2.00505E+13,2.01705E+13,101,4391,41,53,5,0,0,5,2,2,3,80,0.997535302,994,0
male,1,3,2,2.01012E+13,2.01501E+13,959,1495,84,138,11,0,0,26,4,0,9,635,1.005226945,817,1
male,1,1,1,2.0111E+13,2.01602E+13,129,1592,33,16,2,0,0,4,0,1,1,121,0.997535302,994,1
unknown,3,3,1,2.01004E+13,2.01707E+13,1303,2648,296,359,4,0,0,311,90,72,107,646,0.66167318,477,0
unknown,3,1,0,2.01507E+13,2.0151E+13,147,85,8,5,1,0,0,4,0,0,5,138,1.29126263,974,0
male,3,2,2,2.01207E+13,2.01608E+13,249,1492,67,46,1,0,0,23,7,3,44,148,0.915024129,978,1
unknown,1,0,0,2.01005E+13,2.01205E+13,58,732,18,10,0,0,0,4,0,8,0,46,1.865008032,1277,1
male,1,2,1,2.01506E+13,2.01709E+13,705,847,69,144,5,0,0,85,2,1,0,333,0.982449109,752,1
unknown,1,1,1,2.01612E+13,2.01709E+13,189,293,86,105,35,0,0,5,0,0,0,183,0.997535302,994,1
unknown,3,3,2,2.00909E+13,2.01208E+13,1194,1075,77,82,31,0,0,28,1,1,0,1101,1.005226945,817,0
female,2,1,2,2.00907E+13,2.01612E+13,196,2711,22,40,0,0,0,44,0,3,7,125,1.027717097,841,2
unknown,1,2,2,2.00505E+13,2.01303E+13,654,2851,114,127,4,0,0,73,75,70,160,255,0.915024129,978,1
unknown,1,0,1,2.01304E+13,2.01709E+13,88,1613,32,45,0,0,0,4,0,9,23,51,1.057149316,1074,1
unknown,3,2,3,2.00609E+13,2.01405E+13,611,2809,62,94,22,0,0,270,13,7,42,261,0.831953525,917,0
male,3,2,1,2.01305E+13,2.01502E+13,519,622,49,93,3,0,0,107,21,7,52,318,0.982449109,752,1
unknown,3,1,1,2.00603E+13,2.01312E+13,125,2808,64,79,6,0,0,4,0,49,1,67,0.997535302,994,0
unknown,3,1,2,2.00608E+13,2.0131E+13,221,2608,90,123,19,0,0,9,4,9,11,179,1.027717097,841,0
male,1,2,2,2.01512E+13,2.01609E+13,421,277,101,54,4,0,0,9,5,11,8,363,0.915024129,978,1
unknown,1,0,2,2.01206E+13,2.0121E+13,73,103,15,33,5,0,0,25,0,0,3,44,0.800528377,664,1
unknown,2,0,1,2.01311E+13,2.01312E+13,58,12,4,3,0,0,0,11,1,0,0,46,1.057149316,1074,2
male,3,0,2,2.00609E+13,2.01601E+13,79,3410,25,76,0,0,0,1,0,0,1,77,0.800528377,664,1
male,3,1,2,2.01102E+13,2.01507E+13,202,1614,25,51,3,0,0,30,0,4,1,131,1.027717097,841,1
female,2,0,1,2.0151E+13,2.01605E+13,50,218,10,10,0,0,0,16,0,2,7,25,1.057149316,1074,2
female,2,0,2,2.0141E+13,2.01411E+13,89,20,5,7,0,0,0,73,1,2,5,8,0.800528377,664,2
male,1,2,3,2.01601E+13,2.01612E+13,265,318,36,14,4,0,0,12,1,2,4,246,0.831953525,917,1
female,2,3,1,2.01211E+13,2.01709E+13,2664,1755,327,1359,10,0,0,9,15,0,7,2632,0.66167318,477,2
unknown,3,0,0,2.01703E+13,2.01704E+13,80,13,3,4,0,0,0,77,2,0,0,1,1.865008032,1277,0
unknown,3,2,3,2.00907E+13,2.01708E+13,838,2943,128,422,14,0,0,92,8,10,30,669,0.831953525,917,0
male,1,2,2,2.01303E+13,2.01709E+13,642,1619,136,197,16,0,0,41,19,31,36,510,0.915024129,978,1
unknown,1,3,0,2.00412E+13,2.01612E+13,4583,4390,713,705,163,0,0,5,16,3,58,4490,0.865617488,412,1
unknown,3,1,0,2.01304E+13,2.01701E+13,214,1383,28,38,3,0,0,2,0,0,0,210,1.29126263,974,0
female,2,3,0,2.01109E+13,2.01709E+13,1811,2179,171,588,2,3,1,15,360,193,247,994,0.865617488,412,2
male,1,2,2,2.01011E+13,2.01208E+13,299,646,43,98,8,0,0,65,0,0,3,194,0.915024129,978,1
unknown,3,3,0,2.01409E+13,2.01602E+13,981,530,175,191,43,0,0,1,2,0,82,874,0.865617488,412,0
male,1,1,1,2.00601E+13,2.01203E+13,132,2248,37,76,2,0,0,5,1,5,10,108,0.997535302,994,1
male,3,3,2,2.01205E+13,2.0171E+13,56441,1957,1707,5343,1718,0,0,85,9,17,11,24627,1.005226945,817,1
unknown,3,2,1,2.00909E+13,2.01305E+13,245,1321,52,139,3,0,0,17,3,0,32,186,0.982449109,752,0
unknown,3,2,2,2.01411E+13,2.01412E+13,293,44,27,148,6,0,0,38,0,1,64,187,0.915024129,978,0
unknown,1,3,1,2.00612E+13,2.01705E+13,21620,3813,1974,5459,544,0,0,90,199,844,730,19054,0.66167318,477,1
male,3,2,3,2.01302E+13,2.01709E+13,354,1689,64,35,4,0,0,58,0,0,1,287,0.831953525,917,1
unknown,1,0,1,2.00805E+13,2.01709E+13,52,3406,30,34,0,0,0,3,0,6,3,37,1.057149316,1074,1
male,3,3,3,2.01109E+13,2.01709E+13,2121,2203,407,779,259,0,0,404,24,77,21,1476,1.481654138,1596,1
unknown,3,3,1,2.01009E+13,2.0171E+13,11968,2583,1241,4421,229,0,0,3,14,82,28,11261,0.66167318,477,0
unknown,3,3,1,2.01406E+13,2.01709E+13,2658,1198,386,849,13,83,0,127,2,96,41,1565,0.66167318,477,0
female,2,2,2,2.01402E+13,2.01703E+13,232,1143,52,76,22,0,20,35,17,1,17,137,0.915024129,978,2
male,1,2,0,2.00806E+13,2.01406E+13,284,2182,108,67,5,0,0,1,0,0,2,279,1.204403165,647,1
unknown,2,2,2,2.01308E+13,2.01604E+13,463,964,34,37,13,0,0,12,12,0,9,423,0.915024129,978,2
male,3,0,0,2.01008E+13,2.01503E+13,57,1671,29,55,0,0,0,1,3,1,1,51,1.865008032,1277,1
female,2,2,3,2.01506E+13,2.01709E+13,240,830,112,186,15,0,3,3,0,3,0,228,0.831953525,917,2
male,3,3,1,2.01112E+13,2.01703E+13,21216,1930,1144,3200,49,0,0,3357,1394,1207,4551,8661,0.66167318,477,1
male,1,3,3,2.01009E+13,2.01708E+13,13781,2531,456,9346,2539,2,0,168,898,109,1318,11032,1.481654138,1596,1
unknown,3,3,2,2.00505E+13,2.0171E+13,4030,4526,437,933,100,0,0,60,134,175,114,3445,1.005226945,817,0
unknown,3,1,2,2.01208E+13,2.01401E+13,142,515,29,35,15,0,0,19,0,2,0,111,1.027717097,841,0
unknown,3,0,0,2.0111E+13,2.01603E+13,84,1628,12,18,3,0,0,1,0,4,2,77,1.865008032,1277,0
female,2,3,2,2.01402E+13,2.01709E+13,1722,1308,276,525,92,0,1,172,130,31,125,1084,1.005226945,817,2
unknown,3,0,1,2.01701E+13,2.01704E+13,79,96,12,17,3,0,0,53,0,0,2,24,1.057149316,1074,0
unknown,3,0,1,2.01501E+13,2.01703E+13,61,767,12,17,3,0,0,46,0,2,0,13,1.057149316,1074,0
male,3,3,1,2.01009E+13,2.01703E+13,875,2362,141,553,2,0,0,15,8,294,31,479,0.66167318,477,1
unknown,3,0,0,2.01506E+13,2.01702E+13,68,602,13,29,0,0,0,1,0,0,1,66,1.865008032,1277,0
unknown,3,3,0,2.00605E+13,2.01706E+13,43369,4033,1945,19463,62,8,0,682,12554,1035,3994,21055,0.865617488,412,0
unknown,3,2,1,2.00808E+13,2.01703E+13,263,3149,145,196,4,0,0,3,27,3,109,112,0.982449109,752,0
unknown,3,1,2,2.00908E+13,2.01406E+13,148,1782,33,16,0,0,0,12,6,15,53,62,1.027717097,841,0
unknown,3,1,1,2.00905E+13,2.01511E+13,147,2360,68,69,13,0,0,17,0,0,0,123,0.997535302,994,0
unknown,3,2,1,2.00706E+13,2.01708E+13,496,3699,247,69,1,0,0,10,0,17,47,415,0.982449109,752,0
unknown,2,0,1,2.0161E+13,2.01705E+13,71,211,11,7,0,0,0,65,0,0,3,3,1.057149316,1074,2
unknown,2,1,2,2.01605E+13,2.01608E+13,205,66,36,26,5,0,0,71,5,8,0,121,1.027717097,841,2
unknown,1,3,1,2.00512E+13,2.01703E+13,880,4106,94,228,10,0,0,8,12,0,2,831,0.66167318,477,1
unknown,3,0,0,2.01105E+13,2.01302E+13,64,644,39,50,0,0,0,11,3,0,4,44,1.865008032,1277,0
unknown,3,3,1,2.0071E+13,2.01309E+13,5395,2162,832,2447,22,1,0,16,9,15,4,5200,0.66167318,477,0
male,3,3,1,2.01209E+13,2.01709E+13,22943,1822,1175,10284,81,1,0,75,49,59,127,14669,0.66167318,477,1
unknown,3,3,3,2.01303E+13,2.01708E+13,32343,1624,513,2453,1310,0,0,77,3,11,27,31344,1.481654138,1596,0
unknown,1,2,3,2.00511E+13,2.01709E+13,828,4309,80,109,55,0,0,73,5,3,26,673,0.831953525,917,1
male,3,0,1,2.01703E+13,2.01707E+13,71,102,34,51,4,0,0,3,0,0,2,66,1.057149316,1074,1
male,1,0,1,2.00703E+13,2.01612E+13,57,3588,24,33,0,0,0,1,9,3,1,41,1.057149316,1074,1
male,3,2,1,2.01101E+13,2.01709E+13,229,2431,146,20,3,0,0,1,2,0,9,217,0.982449109,752,1
unknown,3,3,1,2.01107E+13,2.01606E+13,1056,1811,223,281,12,28,0,4,4,35,4,1007,0.66167318,477,0
