Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2012-06-16,MountGinini,-0.1,1.4,0,NA,NA,NA,NA,NNW,WNW,9,9,96,NA,NA,NA,NA,NA,0.1,NA,No,NA
2012-06-17,MountGinini,NA,0.3,NA,NA,NA,NA,NA,NA,WSW,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-22,MountGinini,-1.1,NA,0.6,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
2012-06-23,MountGinini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-01,MountGinini,-4.1,-1.9,2.6,NA,NA,NA,NA,W,W,13,7,100,NA,NA,NA,NA,NA,-4.1,NA,Yes,NA
2012-07-02,MountGinini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-14,MountGinini,-0.4,1.4,0.8,NA,NA,NA,NA,WNW,WNW,19,26,NA,99,NA,NA,NA,NA,NA,0,No,NA
2012-07-27,MountGinini,-3.2,-0.1,7.4,NA,NA,NA,NA,WSW,W,13,11,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA
2012-07-28,MountGinini,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-06,MountGinini,-4.3,-2.1,1.2,NA,NA,W,81,WSW,WSW,20,35,100,91,NA,NA,NA,NA,-4,-2.8,Yes,NA
2012-08-17,MountGinini,-2,-0.5,0.8,NA,NA,NA,NA,NNW,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
2012-08-18,MountGinini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-23,MountGinini,3,5.5,7.8,NA,NA,WNW,80,NW,NW,31,31,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA
2012-08-25,MountGinini,-5,-0.6,0,NA,NA,NA,NA,SW,W,7,24,100,NA,NA,NA,NA,NA,-3.2,NA,No,NA
2013-03-05,MountGinini,5.4,17.7,0.4,NA,NA,NA,NA,ENE,ENE,17,9,NA,66,NA,NA,NA,NA,NA,17.2,No,NA
2013-05-16,MountGinini,-0.9,NA,12.4,NA,NA,NA,NA,W,WSW,24,30,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA
2013-05-17,MountGinini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-21,MountGinini,-0.1,5.8,1.2,NA,NA,WSW,76,WSW,SW,15,17,86,50,NA,NA,NA,NA,1,5.1,Yes,NA
2014-06-16,MountGinini,-1.3,2,0.2,NA,NA,WSW,56,WSW,WSW,17,17,67,96,NA,NA,NA,NA,1.4,-0.8,No,NA
2014-06-24,MountGinini,-4.7,-0.9,29.4,NA,NA,WSW,87,W,W,30,26,97,98,NA,NA,NA,NA,-4.2,-1.7,Yes,NA
2014-06-25,MountGinini,-4.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,97,NA,NA,NA,NA,-2,-0.9,NA,NA
2016-09-30,MountGinini,-2.6,1.1,35,NA,NA,WSW,76,NW,WNW,24,24,98,98,NA,NA,NA,NA,-1.1,-0.5,Yes,NA
2010-03-27,Ballarat,13.7,20.8,0.8,NA,NA,SE,35,ESE,SSE,24,13,91,70,1020.1,1017.9,6,4,15.2,19.8,No,NA
2011-01-14,Ballarat,15.8,25.5,95,NA,NA,NA,NA,WSW,W,13,19,100,69,1002.7,NA,8,NA,16,23.5,Yes,NA
2011-01-25,Ballarat,9.5,23.7,0,NA,NA,NA,NA,NNW,NNW,9,22,65,41,1007.6,1006.5,3,NA,16.4,23.3,No,NA
2011-02-05,Ballarat,15.3,18.1,70.4,NA,NA,SW,41,W,NA,11,NA,99,NA,1006,NA,8,NA,16,NA,Yes,NA
2011-02-07,Ballarat,5.1,19,0,NA,NA,NA,NA,S,SSW,19,22,73,50,1024.9,1022.8,0,NA,10.6,17.8,No,NA
2011-02-18,Ballarat,16,25.6,0.2,NA,NA,NA,NA,ESE,NNE,22,19,87,61,1013.9,1010.3,8,NA,17.9,24.7,No,NA
2011-02-26,Ballarat,11.8,28,0,NA,NA,NA,NA,N,W,9,22,79,44,1009.6,1008.3,3,6,18.3,26.3,No,NA
2013-09-09,Ballarat,7.9,19.2,0,NA,NA,N,63,NNE,NA,41,0,62,79,1012.9,1003.9,NA,8,11.9,15.7,No,NA
2014-09-02,Ballarat,4.6,11.6,7.2,NA,NA,S,50,SSW,SSE,20,35,91,72,1019,1020.1,8,5,6.9,9.6,Yes,NA
2014-09-03,Ballarat,3.3,11,NA,NA,NA,NA,NA,S,SSE,19,13,80,58,1023.5,1020.7,8,6,6.6,10.4,NA,NA
2016-01-08,Ballarat,9.3,27,0,NA,NA,SSE,48,S,S,26,20,66,31,1022.1,1020.5,NA,NA,13.9,23.5,No,NA
2016-02-08,Ballarat,14.4,27.7,0,NA,NA,NA,NA,SSE,S,22,24,93,30,1021.2,1020.4,8,NA,15.5,26.1,No,NA
2016-01-08,Bendigo,12.8,31.4,0,NA,NA,SSE,41,SSE,S,19,20,58,21,1021,1018.4,NA,NA,17.3,29.2,No,NA
2016-02-26,Bendigo,13.8,27.2,0,NA,NA,NA,NA,SSW,SW,24,19,64,33,1018,1017.2,8,NA,17.1,25.4,No,NA
2017-05-01,Bendigo,11.9,NA,0,NA,NA,NA,NA,N,NNW,9,17,80,66,1017.2,1015.1,8,NA,13,17,No,NA
2017-05-02,Bendigo,NA,NA,NA,NA,NA,NA,NA,NA,SW,NA,22,NA,57,NA,1021.4,NA,1,NA,13.3,NA,NA
2017-05-16,Bendigo,2.6,NA,0.2,NA,NA,NA,NA,SSE,NA,6,NA,88,NA,1019.8,NA,NA,NA,10.7,NA,No,NA
2017-05-17,Bendigo,9.9,NA,NA,NA,NA,NA,NA,E,E,11,13,NA,62,1020.2,1018.2,NA,NA,12.6,15.9,NA,NA
2015-02-09,Sale,11.3,21.6,0,NA,NA,NA,NA,ESE,E,7,48,74,66,1026.7,1024.8,3,NA,16.8,21.5,No,NA
2015-02-10,Sale,13.4,28,NA,NA,NA,NA,NA,NA,ESE,NA,24,72,50,1023.3,1020.7,NA,NA,19.2,26.7,NA,NA
2015-10-16,Sale,13.3,29.4,0,NA,NA,NA,NA,W,W,13,24,60,56,1017.1,1017.6,7,8,19.7,23.1,No,NA
2015-11-25,Sale,9.3,32.2,0,NA,NA,NNW,59,NNE,N,13,17,73,25,1007,998.8,4,7,18,29.2,No,NA
2016-01-08,Sale,13.4,26.1,0,NA,NA,NA,NA,WSW,WNW,28,24,65,54,1022.2,1020.4,NA,NA,17.3,23.5,No,NA
2016-09-14,Sale,9.4,18.2,2.2,NA,NA,ENE,41,E,NW,26,13,90,55,1006.9,1004.6,8,NA,13.4,17.3,Yes,NA
2016-10-01,Sale,6.2,17.9,2.4,NA,NA,NA,NA,W,W,28,44,82,64,1000.7,1001.7,8,4,13.9,17,Yes,NA
2016-10-10,Sale,9.7,16.8,0,NA,NA,NA,NA,WNW,W,28,44,47,50,1005.8,1006.5,1,2,15.8,16.2,No,NA
2017-02-02,Sale,9.7,26.1,0,NA,NA,NA,NA,W,WSW,31,31,61,34,1015.4,1013.8,NA,NA,18.3,24.2,No,NA
2011-02-04,Melbourne,18.2,30.4,2.4,4,1.6,N,54,N,N,31,24,85,83,1010.1,1007.3,7,7,24,26.2,Yes,NA
2011-02-05,Melbourne,18.1,20.3,NA,7.6,0,WSW,54,SW,SSW,11,11,96,77,1006.1,1006.9,NA,NA,18.4,19,NA,NA
2011-02-11,Melbourne,20.9,25.8,1.8,6,0.2,N,46,NNW,SSW,15,20,83,87,1010.2,1010,7,8,23.2,21,Yes,NA
2011-02-12,Melbourne,15.4,21.1,NA,10.4,8.8,SSE,41,SSE,S,28,24,58,41,1020.5,1019.6,NA,NA,15.6,20.1,NA,NA
2011-02-18,Melbourne,19.3,29.4,0,3.8,3.3,SSW,24,W,SE,7,7,73,48,1014.6,1010.5,8,7,21.3,28.6,No,NA
2011-02-19,Melbourne,19.8,28.7,NA,4.2,10.5,W,63,NNW,W,24,44,70,42,999,1002.9,NA,NA,25.3,27.9,NA,NA
2011-02-23,Melbourne,15.5,23.8,0,3.6,9.2,SSE,30,SE,S,11,19,65,56,1026.5,1023.2,7,1,16.7,21,No,NA
2011-02-24,Melbourne,13.7,25,NA,4.2,10.4,S,31,N,S,9,17,74,50,1019.9,1017,5,6,15.8,21.9,NA,NA
2011-06-03,Melbourne,12.2,17,0,2.2,2.2,N,67,N,N,39,22,63,56,1016.4,1013.4,7,7,13.8,16.7,No,NA
2011-06-04,Melbourne,11.7,16.9,NA,2,7.1,W,44,WNW,WSW,17,15,70,47,1014.7,1014.9,NA,NA,11.8,15.6,NA,NA
2011-06-08,Melbourne,4.9,12,6.6,1.2,4.7,SW,57,WSW,SW,31,39,77,73,1019.2,1018.9,6,6,6.8,10.9,Yes,NA
2011-06-10,Melbourne,9.8,16.2,2.6,0.4,5.9,SSE,35,SSW,S,17,22,77,65,1023.6,1024.3,6,NA,11.9,13.7,Yes,NA
2011-06-11,Melbourne,10.1,16.3,NA,1,7.3,SSE,33,WSW,SSE,9,26,75,62,1030,1029.2,NA,NA,11.2,14.8,NA,NA
2011-06-12,Melbourne,6.7,15.3,NA,1.4,4,S,31,SW,S,7,24,97,66,1031.3,1028.8,NA,NA,7.8,14.3,NA,NA
2011-06-17,Melbourne,6.3,14.4,4.4,1.2,4.8,SW,63,WSW,SW,30,31,80,54,1008.5,1010.3,6,7,10.7,13.2,Yes,NA
2011-06-18,Melbourne,9.4,16.8,NA,1.6,5,WSW,50,W,WSW,17,20,83,61,1013.5,1013.4,NA,NA,12.1,16.1,NA,NA
2011-07-08,Melbourne,6.6,12.5,0,1.4,0.3,W,43,NNW,NW,15,22,62,55,1023.7,1021.1,7,7,9.6,12.2,No,NA
2011-07-09,Melbourne,8.4,14.8,NA,1.4,8.6,W,48,NW,W,15,28,67,45,1020.2,1017.8,NA,NA,9.1,14.2,NA,NA
2011-07-10,Melbourne,7.6,13.4,NA,2.4,1.2,WNW,63,NW,W,26,39,55,90,1011,1010,NA,NA,10.9,11.4,NA,NA
2011-07-22,Melbourne,8.9,17.5,0.8,0.2,8.8,WNW,20,W,WSW,13,9,80,56,1025.2,1022.9,1,2,9.6,15.2,No,NA
2011-07-23,Melbourne,5.5,13,NA,1.4,3,N,24,N,S,17,9,90,64,1024.4,1021.1,NA,NA,6.7,12.4,NA,NA
2011-07-26,Melbourne,7.9,14.1,5.2,0.8,3.2,WSW,31,W,SW,19,20,84,58,1023,1023.5,7,7,9.3,13.7,Yes,NA
2011-08-05,Melbourne,13.3,18.4,0,2.4,1.5,NNE,46,WNW,WNW,13,13,43,43,1018.2,1017.5,7,7,15.1,16,No,NA
2011-08-06,Melbourne,10.4,15.1,NA,1.6,2.7,W,37,N,S,13,13,79,69,1017.2,1014.1,NA,NA,11.5,13.7,NA,NA
2011-08-12,Melbourne,3.5,13.3,0,2.8,5.9,N,24,NNW,E,6,9,95,55,1021.5,1020.5,8,5,5.6,12.6,No,NA
2011-08-13,Melbourne,4.5,13.8,NA,0.6,0.2,N,26,N,WNW,11,9,81,65,1024.2,1022.6,NA,NA,7,13.3,NA,NA
2011-08-26,Melbourne,8,16.5,0,3.8,6.9,S,28,NW,ENE,7,7,55,42,1025.8,1023.3,7,NA,11.1,15.2,No,NA
2011-08-27,Melbourne,8.9,19.1,NA,3,7.3,WNW,39,N,WNW,19,17,57,38,1022.4,1019.4,NA,NA,11.5,17.8,NA,NA
2011-09-30,Melbourne,9.5,17.6,3.8,2.4,5,WNW,41,WSW,WSW,30,19,62,55,1004,1001.4,6,7,12.8,14.8,Yes,NA
2011-10-01,Melbourne,9,14,NA,2.8,0,SSE,46,S,SSE,20,28,83,74,1008.4,1011.8,NA,NA,10.5,13.5,NA,NA
2011-10-07,Melbourne,13.1,20.5,0,2.2,2.1,NW,33,NNE,NNW,7,11,75,60,1013.5,1010.8,7,NA,15.5,20.1,No,NA
2011-10-08,Melbourne,12.7,19.9,NA,2.8,3.2,S,31,NNW,SSE,7,17,83,71,1013,1011.3,NA,NA,14.1,17.1,NA,NA
2011-10-14,Melbourne,10.4,26.3,0,4,11.1,N,54,N,N,26,26,68,34,1015,1010.1,3,6,15.8,25,No,NA
2011-10-15,Melbourne,15.6,24,NA,5.4,9.2,WSW,59,SW,SW,13,35,60,59,1007.8,1007.1,NA,NA,18.3,18.6,NA,NA
2011-10-21,Melbourne,14.8,16,4.4,6.8,0,SSE,26,WSW,SSW,9,11,91,86,1024.6,1023.8,8,7,15.4,15.3,Yes,NA
2011-10-22,Melbourne,13.2,18.1,NA,0.2,1.4,SW,31,ESE,S,9,13,86,80,1024,1022,NA,NA,13.4,16.9,NA,NA
2011-10-28,Melbourne,16.8,26.4,0,8.8,6.2,N,80,N,N,63,30,53,46,1010.5,1006,7,8,21,25.3,No,NA
2011-10-29,Melbourne,15.4,22.9,NA,3.8,9,WSW,50,SSW,WSW,11,31,84,42,1010,1010.1,NA,NA,15.8,21.6,NA,NA
2011-10-31,Melbourne,10.9,17,22.4,4,1.5,SW,37,SSW,S,17,19,76,55,1025.8,1025,7,7,12.4,15.5,Yes,NA
2011-11-04,Melbourne,12.6,20.5,1.2,2.6,5.7,SW,24,SSW,WSW,13,7,68,54,1020.7,1018.6,7,1,14.4,18.8,Yes,NA
2011-11-05,Melbourne,10.1,30.6,NA,3.2,12.5,N,39,N,NNE,28,24,60,26,1015.2,1011,NA,NA,17.8,29.1,NA,NA
2011-11-11,Melbourne,11.8,24.2,0,5.4,10.3,NW,31,NNE,N,6,13,57,40,1024.2,1020,1,7,16.1,21.4,No,NA
2011-11-12,Melbourne,14.9,24.4,NA,5,12.5,S,35,SSE,ESE,6,13,56,42,1019.6,1017.2,NA,NA,18.3,24,NA,NA
2011-11-18,Melbourne,15.2,35,0,8,8.9,SW,93,N,NNW,39,41,47,26,1011.3,1008.2,6,7,25.7,33.6,No,NA
2011-11-19,Melbourne,18.7,22.2,NA,10.8,0,SW,56,NE,SSW,13,30,92,86,1011.1,1010.8,NA,NA,19,18.4,NA,NA
2011-11-22,Melbourne,12.9,20.2,0,4.8,5.9,S,52,W,S,15,20,57,53,1012.2,1011,7,6,16.9,19.5,No,NA
2011-11-25,Melbourne,14.6,24.8,0,6.2,4,NNE,28,E,N,9,11,63,57,1019.5,1015.9,3,7,19.2,22.7,No,NA
2011-11-26,Melbourne,16.9,19.1,NA,5.2,0.1,W,50,WSW,W,20,28,94,81,1005.1,1002.4,NA,NA,17.6,18,NA,NA
2011-12-09,Melbourne,19.3,31.7,0,12.6,8.7,NNE,63,N,NNW,41,20,45,26,1010.6,1007.9,6,7,24.4,30.6,No,NA
2011-12-10,Melbourne,19,29,NA,11,5.6,N,59,N,N,39,22,50,38,1006.5,1003.4,NA,NA,24.2,27.2,NA,NA
2011-12-23,Melbourne,17.7,30.9,0,6,9.8,N,41,N,S,22,9,62,41,1012.7,1009.8,7,4,22.4,30.6,No,NA
2011-12-24,Melbourne,18.2,27.1,NA,7,8.8,S,31,E,S,9,22,78,66,1011.6,1009.6,NA,NA,20.2,24.4,NA,NA
2011-12-25,Melbourne,18.5,29.6,NA,5.6,5.3,SSW,100,ENE,NNE,19,30,74,43,1006.7,1002.3,NA,NA,21.7,28.8,NA,NA
2011-12-26,Melbourne,17.5,20.7,NA,12.8,4.1,S,44,S,S,24,22,76,69,1007.5,1009.3,NA,NA,18.3,17.7,NA,NA
2012-01-07,Melbourne,14.8,29.9,0,9,5.9,N,69,N,NNE,54,30,41,21,1008.8,1005.1,NA,NA,22.2,29.9,No,NA
2012-01-13,Melbourne,13.3,20.9,0.6,4.8,5.1,S,50,SW,S,20,30,69,47,1019.5,1019.1,8,7,15.4,19.4,No,NA
2012-01-14,Melbourne,13.8,19.9,NA,5.6,3.3,S,46,SSW,SSE,17,26,62,53,1020.4,1019.7,NA,NA,15.4,19.1,NA,NA
2012-01-26,Melbourne,16.1,24.5,0,4.4,12.4,S,50,S,S,13,31,67,55,1018.5,1016.9,NA,NA,18.9,23.7,No,NA
2012-01-27,Melbourne,16.6,30.7,NA,8,13,SSE,39,WSW,SSE,9,19,69,55,1016.9,1013.5,NA,NA,20.5,26.3,NA,NA
2012-01-28,Melbourne,20,30.4,NA,8.2,12.1,SSE,37,SW,S,13,26,64,55,1012.7,1009.2,NA,NA,24.1,27.4,NA,NA
2012-02-03,Melbourne,15.3,27.1,0,6.2,12.3,SSE,33,WSW,SSE,13,20,71,41,1008.4,1005.5,7,3,18.5,26.1,No,NA
2012-02-04,Melbourne,16.3,32.9,NA,7.4,9.6,N,44,NNE,NNW,20,24,65,23,1003.8,999.8,NA,NA,20.7,31.7,NA,NA
2012-02-10,Melbourne,15.5,26.9,0,6.2,7,S,52,SW,S,11,30,71,52,1011.4,1010,5,6,20.5,24.5,No,NA
2012-02-11,Melbourne,15.6,21.9,NA,8.6,5.6,S,41,S,S,15,24,75,71,1013.7,1013.4,NA,NA,18.5,19.6,NA,NA
2012-02-17,Melbourne,18.4,23.9,9.4,4.8,2.5,S,30,S,S,17,17,83,61,1017.3,1016,8,6,19,22.5,Yes,NA
2012-02-18,Melbourne,16.4,26.2,NA,3.2,8,SSE,30,SW,S,7,11,85,57,1018,1015.1,NA,NA,16.9,25.1,NA,NA
2012-02-24,Melbourne,15,37.1,0,6.6,12.3,N,39,NE,WNW,7,15,69,17,1020.6,1017.4,1,1,19.1,35.8,No,NA
2012-02-25,Melbourne,18.8,37.1,NA,14.2,12.7,N,61,N,N,44,28,33,19,1017.6,1015,NA,NA,27.9,35.3,NA,NA
2012-03-02,Melbourne,14.9,23.7,0.6,3.2,7.8,SE,50,SE,SE,30,26,64,45,1014.5,1013.3,3,6,17.1,22.1,No,NA
2012-03-03,Melbourne,16.1,18.9,NA,6.2,0,E,35,SE,E,15,13,74,93,1014.4,1010.7,NA,NA,16.1,16.4,NA,NA
2012-03-16,Melbourne,18,23.4,11.2,3,2.4,N,59,WSW,WNW,2,15,75,54,1008.3,1009.5,7,7,19.7,22.3,Yes,NA
2012-03-17,Melbourne,12.6,22.2,NA,2.4,10,SSE,35,W,S,11,20,73,45,1019.1,1019.6,NA,NA,14.6,21.3,NA,NA
2012-03-23,Melbourne,12.8,18,0,5.4,6.4,WSW,70,W,W,20,48,61,27,1005.6,1006.3,7,7,13,17.2,No,NA
2012-03-24,Melbourne,12.2,18.2,NA,4.6,2.4,W,39,W,SSW,19,17,76,54,1014.1,1016.8,NA,NA,13.6,17.2,NA,NA
2012-04-06,Melbourne,16,28.5,0,4.8,8,N,74,N,N,33,44,60,44,1014.2,1009,NA,NA,22.6,27.7,No,NA
2012-04-07,Melbourne,11.5,19.2,NA,8.2,8.9,WSW,50,WSW,W,26,17,59,48,1022.1,1020.7,NA,NA,14.4,17.7,NA,NA
2012-04-08,Melbourne,10.2,19.8,NA,3.2,3.7,WNW,44,NNW,WNW,11,15,65,32,1018.9,1015.2,NA,NA,13.3,19.3,NA,NA
2012-04-20,Melbourne,14.6,22.6,5.4,2.8,6,SSE,26,W,SSE,7,11,94,66,1017.5,1015.6,7,NA,15.9,21.4,Yes,NA
2012-04-21,Melbourne,13.4,23.8,NA,2.6,5.6,E,26,NNE,E,6,13,94,58,1016.3,1011.8,NA,NA,13.9,23.4,NA,NA
2012-04-24,Melbourne,7.9,15.1,4.4,3.4,0.5,WSW,52,NNW,WSW,13,24,92,79,1012.8,1013.2,8,7,9.4,12,Yes,NA
2012-04-27,Melbourne,10.3,20,0.4,1,6.8,SSW,28,W,S,15,13,80,54,1023.6,1022,3,5,14.2,18.5,No,NA
2012-04-28,Melbourne,9.3,21.6,NA,2.4,9.3,W,48,NNW,WSW,17,35,71,43,1021.5,1017.8,NA,NA,13.6,20.6,NA,NA
2012-05-04,Melbourne,10.8,17.1,3,1.4,5.5,W,48,W,WSW,22,19,68,51,1021,1019.7,3,7,13,15.6,Yes,NA
2012-05-05,Melbourne,9.7,14.1,NA,2.4,2.1,WSW,30,W,SSW,15,13,74,83,1021.3,1019,NA,NA,11,13.6,NA,NA
2012-05-11,Melbourne,12,18.5,1,3.2,6,SW,46,WNW,SW,17,24,67,51,1018.3,1017.3,5,6,13.6,16.3,No,NA
2012-05-12,Melbourne,8.8,16.8,NA,2.2,8.7,W,54,W,WSW,24,35,66,45,1020.1,1017.2,NA,NA,10.9,14.9,NA,NA
2012-05-18,Melbourne,10.3,17,0,3.6,2.7,N,59,N,N,37,31,60,49,1022.5,1019.6,7,6,12.6,16.6,No,NA
2012-05-19,Melbourne,11.2,15.9,NA,2.6,0.3,NNW,35,NW,S,11,11,91,58,1024.1,1024.1,NA,NA,11.4,15.1,NA,NA
2012-05-25,Melbourne,9.3,11,4.2,1.4,0,WSW,72,NW,WSW,20,52,86,87,1007.4,1004.9,8,8,9.3,10.7,Yes,NA
2012-05-26,Melbourne,8.5,16.1,NA,2.4,3.2,S,43,WNW,WSW,19,20,83,87,1013.7,1014.4,NA,NA,10.9,13.3,NA,NA
2012-06-01,Melbourne,6.2,17.7,0,2.2,6.6,N,30,NNW,SSE,11,11,87,48,1030.1,1026.8,6,4,7.3,16.4,No,NA
2012-06-02,Melbourne,4.8,16.3,NA,2,5.8,SSE,39,N,SSE,13,9,86,54,1024.5,1021,NA,NA,6.6,15.6,NA,NA
2012-06-08,Melbourne,10.7,15,0,1.2,0.7,SW,31,SW,SW,20,20,66,82,1028.1,1027,7,7,11.4,12.2,No,NA
2012-06-09,Melbourne,10,12.8,NA,0.8,0.6,SW,30,WSW,SSE,17,15,96,95,1028.1,1026.7,NA,NA,10.3,11.5,NA,NA
2012-06-10,Melbourne,8.8,13.1,NA,0.2,1.6,SSE,20,SW,S,7,17,88,79,1028,1026.1,NA,NA,9.8,12.4,NA,NA
2012-06-15,Melbourne,11.3,16.6,0.4,1.6,6.6,N,44,N,NW,19,19,68,45,1012,1010.6,7,5,12,15.7,No,NA
2012-06-16,Melbourne,8.7,14.8,NA,3.2,4.4,N,48,N,NNW,35,19,67,57,1014.5,1012.1,NA,NA,10.1,14.4,NA,NA
2012-06-22,Melbourne,8.4,12.5,22.4,0.4,1,S,48,WSW,S,15,13,84,86,1004.8,1010.4,8,6,10.2,9.5,Yes,NA
2012-06-23,Melbourne,5.9,14.2,NA,1.4,5.6,WNW,50,N,NNW,22,19,74,57,1022,1021.7,NA,NA,7.1,13,NA,NA
2012-06-30,Melbourne,7.8,12.6,0,1.8,6.6,N,52,N,NW,26,22,75,53,1008.4,1008.4,NA,NA,8.5,12.3,No,NA
2012-07-08,Melbourne,3.2,15.3,0,1.8,3.6,N,48,NNE,NNE,17,30,72,39,1029.8,1026.3,NA,NA,5.4,15.2,No,NA
2012-07-11,Melbourne,11.4,15.8,2,0.4,4,NW,56,N,N,30,30,73,66,1013.3,1013.7,7,NA,12.7,13.6,Yes,NA
2012-07-13,Melbourne,9.6,14.9,3.6,0.4,1.5,NW,19,NW,NW,9,7,86,66,1009,1007.1,7,6,10.4,14.4,Yes,NA
2012-07-14,Melbourne,10.4,14,NA,0.6,5.5,WSW,52,N,NW,15,22,66,56,1008.1,1006.3,NA,NA,11.4,13.4,NA,NA
2012-07-27,Melbourne,9.9,14.6,2.6,2,2.5,SW,44,WSW,S,19,24,91,75,1011.4,1012.7,7,7,11.1,13.2,Yes,NA
2012-07-28,Melbourne,8.2,16.1,NA,1,3.4,WSW,48,NW,WSW,13,28,82,64,1020.1,1019.2,NA,NA,10.3,15.5,NA,NA
2012-08-03,Melbourne,6.5,16.2,0.4,1.8,9.1,N,50,N,WNW,31,6,60,46,1015.6,1013.1,3,6,10,15,No,NA
2012-08-04,Melbourne,10,16.7,NA,2.6,7.3,N,41,W,N,13,13,76,36,1015.6,1013.4,NA,NA,10.5,15.7,NA,NA
2012-08-10,Melbourne,8,15.1,8.2,2,2.7,SSW,48,SW,S,26,28,89,71,1027.1,1027.8,7,7,11.2,13,Yes,NA
2012-08-11,Melbourne,9.6,15.5,NA,1.4,2.6,SSE,44,SSW,S,13,28,87,75,1030.4,1029.4,NA,NA,10.8,13.4,NA,NA
2012-08-17,Melbourne,8.6,11.4,3.6,3,1.3,N,54,N,S,30,9,67,79,998.2,998.9,7,7,9.2,9.1,Yes,NA
2012-08-18,Melbourne,8.9,13.4,NA,2,1.2,SW,59,SW,SSW,26,33,84,60,1013.3,1016.1,NA,NA,11,12.4,NA,NA
2012-08-24,Melbourne,7.9,14.4,3.2,4.2,6.7,WNW,59,NNW,W,35,46,58,46,1007.1,1006.9,7,7,10.2,13.5,Yes,NA
2012-08-25,Melbourne,6.7,14.8,NA,3.6,7.8,WNW,48,NNW,NNW,19,30,58,51,1017.4,1015.3,NA,NA,10.1,13.2,NA,NA
2012-09-07,Melbourne,8.3,15.4,10.2,7,7.9,W,80,W,W,39,41,59,43,1003.3,1005.8,7,7,10.9,14.8,Yes,NA
2012-09-08,Melbourne,9.7,16.7,NA,3.8,5.2,WSW,61,W,WSW,31,33,70,59,1016.4,1016.8,NA,NA,12.3,15,NA,NA
2012-09-14,Melbourne,6.1,15.9,0.8,2.8,0.8,W,39,W,WNW,24,19,67,59,1020,1019.6,7,7,11.7,15.1,No,NA
2012-09-15,Melbourne,10.2,15.8,NA,1.6,3.9,SSE,28,WSW,S,9,11,71,47,1026.5,1023.7,NA,NA,11.6,15.5,NA,NA
2012-09-21,Melbourne,13.3,18.2,0.2,4.2,7.4,SW,52,W,SW,26,35,67,73,1013.8,1015.5,7,7,15.9,16.1,No,NA
2012-09-22,Melbourne,11.6,21.3,NA,3.8,9.3,N,52,S,NNE,13,9,69,34,1019,1012.8,NA,NA,14,20.4,NA,NA
2012-09-30,Melbourne,7.2,15.8,1.4,3.4,8.6,SW,48,WSW,SSW,30,22,61,52,1021,1022.9,NA,NA,11.3,14.9,Yes,NA
2012-10-05,Melbourne,11.9,18,0,10.4,11.1,SW,35,SSW,SSE,22,24,65,45,1017.8,1018.1,5,3,14.5,16.7,No,NA
2012-10-06,Melbourne,11.3,13.9,NA,4.4,1.2,S,41,SE,S,19,22,63,79,1016.7,1016.1,NA,NA,12.2,10.5,NA,NA
2012-10-12,Melbourne,8.8,15.2,0.6,1,2.7,SSW,46,SW,S,20,28,72,55,1020.2,1020.3,7,7,11.7,14,No,NA
2012-10-13,Melbourne,10.2,17.1,NA,3,4.8,WSW,41,WSW,WSW,19,17,75,52,1022.7,1021.3,NA,NA,11.9,16.6,NA,NA
2012-10-19,Melbourne,11.7,28.4,0.4,3.6,8.8,N,56,N,NW,20,22,78,29,1012.5,1007.9,7,2,14.5,26.9,No,NA
2012-10-20,Melbourne,12.8,22.2,NA,6.2,9,SW,39,W,S,15,17,66,41,1015.3,1013.4,NA,NA,13.7,21.2,NA,NA
2012-10-26,Melbourne,10.5,15.7,1.6,5.4,6,SW,54,SW,W,24,26,64,58,1013.8,1012.1,6,7,12,14.8,Yes,NA
2012-10-27,Melbourne,9.2,15.5,NA,3.8,1,SW,39,SW,S,26,17,70,55,1021,1023,NA,NA,11,14,NA,NA
2013-01-25,Melbourne,19.4,27.4,0,16.2,3,N,70,SW,S,39,30,27,63,1008.1,1012.4,8,6,27.4,20.7,No,NA
